id,available,rate,title,author,genre,price,year,description,age
513615,true,,Отличница,Эмилия Грин,"Молодежная проза, Современный любовный роман",139.00,2025,"ПЕРВАЯ ЧАСТЬ ВЫХОДИТ НА БУМАГЕ! ОТКРЫТ ПРЕДЗАКАЗ! ПОДАРОК-ОТКРЫТКА ТОЛЬКО В ПЕРВОМ ТИРАЖЕ!&nbsp;&nbsp;Когда-то Максим Леднев был трудным подростком на грани отчисления из школы, и мне приходилось его подтягивать. Казалось, наша первая любовь способна вынести все&hellip; Но, увы, ни что не вечно под луной.

Теперь он один из самых популярных студентов университета, звездный футболист и мечта всех девчонок! Ах, а еще от Леднева зависит мой красный диплом, ведь по иронии судьбы мы с бывшим поменялись ролями, и теперь он подтягивает меня&hellip; По физической культуре.

Успевай прочитать первую часть БЕСПЛАТНО: https://litnet.com/shrt/nHxl",18
520738,true,,Почти прекрасное чудовище,Екатерина Юдина,"Любовная фантастика, Молодежная проза",129.00,2025,"МИНИМАЛЬНАЯ ЦЕНА. СКИДКИ ОТ НЕЕ НЕ БУДЕТ.
- Мам, я не хочу идти к нему. Он меня терпеть не может.

- С чего ты решила, что у тебя есть выбор? Или ты сделаешь все, что угодно лишь бы он наконец-то посмотрел на тебя, как на девушку, или тебе конец.&nbsp;

- Да он скорее мне шею свернет. И я его тоже ненавижу.

- Милая, посмотри на меня. У нас, женщин, никаких прав нет. К нам могут относиться даже хуже, чем к собакам, но, если мужчина влюбится, ты будешь иметь над ним власть. А он наследник самой влиятельной семьи. И у тебя есть преимущество - вы знакомы с детства. Разве это не шанс наконец-то начать хорошо жить?&nbsp;",18
537288,true,,Отбор. Помощница Его Величества,Дарья Верескова,"Любовное фэнтези, Приключенческое фэнтези",129.00,2025,"Кронпринц Королевства объявляет Отбор в связи с неожиданно ранним &laquo;Временем Зова&raquo;! Во дворец приглашаются все благородные пробудившиеся представительницы рода оборотней младше тридцати!

Леди Миолина Валаре тоже могла бы участвовать в отборе&hellip; если бы не одно &laquo;но&raquo;.

Точнее, множество &laquo;но&raquo; &mdash; начиная с того, что её зверь так и не пробудился, и заканчивая разрушенной репутацией после связи с собственным женихом.

С тем, кто отказался от неё, получив желаемое.

Мио и не думает об участии в отборе &mdash; она давно считается старой девой и целиком сосредоточена на построении собственного дела. Маги её уровня &mdash; редкость, и девушка подаётся на хорошо оплачиваемую вакансию по помощи в организации отбора, не позволяя себе думать о том, что во дворце ей неминуемо придётся столкнуться с бывшим женихом. И уж точно она не подозревает, что вскоре окажется втянута в расследование самого громкого убийства за последние столетия.

Но всё изменится, когда зверь Миолины неожиданно проснётся &mdash; прямо посреди одного из испытаний Отбора.

Удачи всем участницам!

___________________________

В тексте:&nbsp;

  Неунывающая героиня
❤️&zwj;  Борьба с чувствами (кое-кто будет очень бороться)
 &nbsp;Аристократия
 &nbsp;Героиня ну очень хочет расти по карьерной лестнице и зарабатывать деньги. И толпы девиц и их матушек этому не помеха
  Дурные горячие оборотни в период&nbsp;&laquo;Времени Зова&raquo;
  Книга в сеттинге 18-19 веков


  Проды каждый день/через день.
  Подписка&nbsp;
Первая часть здесь (Бесплатно) &darr;&darr;&darr;
https://litnet.com/shrt/9diR
___________________________

Дорогие читатели, я рада любым обсуждениям книги и персонажей, включая конструктивную критику, и хочу, чтобы каждый чувствовал себя комфортно в ветке комментариев, в атмосфере уважения к другим и к чужому мнению. Большое спасибо за ваше понимание и поддержку! &nbsp;&zwj;❤️&zwj;
&nbsp;",
527998,true,,Наследник для дона мафии,Тала Тоцка,"Криминальный любовный роман, Романтическая эротика",139.00,2025,"Сегодня мой первый рабочий день. У дона Ди Стефано гостья, я должна принести ей чай и кофе хозяину.
Это несложно. Только это не все.
Когда меня брали на работу, управляющий Луиджи четко и недвусмысленно дал понять, что именно будет входить в мои обязанности помимо работы горничной.
&mdash; Ты понимаешь, что в любой момент можешь увидеть хозяина голым, Роберта? &mdash; проскрипел Луиджи, ввинчиваясь в меня глазами-буравчиками.
&mdash; Понимаю, синьор, &mdash; кивнула я.
&mdash; И ты должна быть к этому готова.
&mdash; Я постараюсь.
Он прокашлялся.
&mdash; А еще может возникнуть щекотливая ситуация в его спальне. Когда мужчина голый, у него внезапно могут проявиться определенные потребности. Ты понимаешь, о чем я говорю, Роберта?
&mdash; Понимаю, синьор, &mdash; снова кивнула я, несмотря на то, что мои щеки полыхнули жаром.
&mdash; И тебе придется их удовлетворить. Ты должна будешь это сделать быстро и без истерик.
Я глубоко вдохнула, задержала воздух. Я не смогу. Но мне придется что-то придумать.
&mdash; Да, синьор. Конечно.
Я должна любой ценой попасть в спальню Феликса. Поэтому я здесь.
***
...Мой муж обещал, что никогда не возьмет фамилию отца. Что никогда не станет доном.
Что мы с ним будем жить на берегу океана и растить наших детей. Говорил, что любит...
Теперь он глава сицилийской мафии Феликс Ди Стефано.&nbsp;
Делаю шаг к открытой двери, и застываю. Пальцы разжимаются сами собой, и поднос с грохотом летит на пол, потому что посреди кабинета стоит Феликс, а на руках у него мой сын. Раэль.
Наш с ним сын. О котором он не знает.
И не должен знать. Я не за этим пришла.
Мне все еще больно. Я все еще люблю его.
А он до сих пор любит другую.
Он думает, что я образ, выдумка. А я горничная в его доме, и он не должен меня узнать.
Я сюда пришла совсем не для этого. Наступит ночь, я дойду до его спальни.
Больше нельзя тянуть.
Ждите меня сегодня, дон Ди Стефано.
Ждите...
&zwj;❤️&zwj;ПЕРВАЯ КНИГА:&nbsp;https://litnet.com/shrt/lBm3",18
521660,true,,Любовь Шаха,Джулия Ромуш,"Остросюжетный любовный роман, Романтическая эротика",149.00,2025,"Каид Шахин не умеет любить. Он умеет только разрушать. Человеческие жизни. А что же будет со мной? С той, которая скрыла от него самое важное... Его ребёнка?
- Цветочек вырос, стал ядовитым, - надвигается на меня, вынуждает забиться в угол.
- Не трогай, или я...
- Что? - Горячее дыхание обжигает кожу, - Я совершил ошибку, отпустив тебя, больше я так не облажаюсь.
- Я не хочу, слышишь?! Я тебя ненавижу!
- А я тебя хочу. Придётся смириться с этим фактом.
Его огромная ладонь накрывает мой живот. Живот, в котором бьётся сердце нашего ребёнка. И малыш как будто чувствует это, ударяет ножкой туда, где прижимается ладонь его отца.",18
531129,true,,Маленькая женщина для Большого,Мария Зайцева,"Остросюжетный любовный роман, Романтическая комедия",129.00,2025,"&mdash; Ты &mdash; врач?&nbsp;
&mdash; Да-а-а, а в чем, собственно?..
Два огромных пугающих мужика переглядываются, что-то решая про себя. А затем один из них говорит другому:
&mdash; Берем ее.&nbsp;
&mdash; Подождите? Что значит &ldquo;берем&rdquo;?
Что это значит, я понимаю, когда меня выносят из больницы на широченном плече. Голую, мокрую, в одном полотенце.&nbsp;
Офигеть, я в душ сходила, конечно&hellip;

Девочки, горячая веселая история Витали Большого, папаши Василисы из книги &quot;Ты- наша&quot; (https://litnet.com/shrt/lQrM) и &quot;Наша навсегда&quot;(https://litnet.com/shrt/lQqM).&nbsp;

ПРЕДУПРЕЖДЕНИЯ!
Сцены 18+!
Нецензурные лексика!
Фиялки мои, которые, судя комментариям, сюда таки залеталют случайно,&nbsp; тут весело, конечно,&nbsp; но я не уверена в вашей нежной детской психике,&nbsp; так что на свой страх и риск!",18
539068,true,,Лекарка генерала-дракона,Лана Кроу,"Бытовое фэнтези, Любовное фэнтези",0.00,2025,"Мой муж нашёл свою истинную, и мы с ребёнком оказались ему не нужны. Он выгнал нас на улицу зимой... Это был настоящий позор! От меня отказались все родственники, и помог только один человек... Благородный и прославленный генерал-дракон.
А теперь он &mdash; калека, погрязший в долгах. Его жена посещает балы, пока муж сослан в глухую деревню, слуги воруют последнее серебро, а сам генерал... Он не помнит, кто он, и, кажется, остальные тоже забыли.
Но я помню! И не собираюсь сдаваться так просто! Угрюмый, злой, он хранит страшную тайну... Но для меня, это не повод сдаваться.&nbsp;Когда-то вы протянули мне руку помощи, и теперь я отвечу вам тем же &mdash; пусть даже вы этого не хотите...
За обложку спасибо Рина Эф",
541937,true,,Офлайн,Ольга Джокер,"Молодежная проза, Современный любовный роман",0.00,2025,"&mdash; Пашка такой хороший муж и отец для Алиски, &mdash; восхищается Марина, когда мы остаёмся вдвоём. &mdash; Кто бы мог подумать. И подгузники меняет, и укладывает спать, и купает.

Я обрываю поток её восторгов одним махом. Слишком долго это жило внутри меня.

&mdash; Муж он только по документам, Марин. Мы не спим вместе. Не живём как пара. Просто&hellip; сожительствуем.

&mdash; В смысле? Вы же&hellip; семья.

&mdash; Семья &mdash; это про близость и любовь. А у нас &mdash; распорядок, обязанности и ночи в разных спальнях. Это не кризис, не подумай. Так было с самого начала. Мы так договорились. Потому что история одной переписки привела к непредсказуемым последствиям.

Становится чуть легче, когда я наконец произношу это вслух, без необходимости притворяться.

Когда девичьи посиделки подходят к концу и Марина собирается домой, из детской выходит Паша. Я оборачиваюсь, скрещиваю руки на груди и спокойно прошу:

&mdash; Отвези, пожалуйста, Марину домой, если тебе несложно.

Он сжимает челюсти и сверлит меня потемневшим взглядом. До нашей свадьбы Паша был влюблён в Марину. Тогда он думал, что горячие сообщения, которыми мы обменивались, были написаны от её имени. Я не должна была играть в эту игру&hellip; Но когда опомнилась, было уже поздно.

&mdash; Не сложно, &mdash; коротко бросает он, подхватывает ключи от машины и кивает Марине: &mdash; Поехали.",18
526247,true,,Варвар. Его любимая девочка,Ая Кучер,"Женский детектив, Романтическая эротика",139.00,2025,"&ndash; Ты думала, что от меня можно сбежать? С моим ребёнком?! &ndash; пока я заживо сдыхал она жизнью наслаждалась.&nbsp;
&ndash; Я вас не знаю, &ndash; врёт мне в лицо. &ndash; Пожалуйста, уходите. Скоро придёт мой жених.

Всегда считал всех девок продажными. Всех купить можно. А она убеждала, что не такая. Повелся, а она &ndash; исчезла.
Как оказалось &ndash; сбежала от меня.&nbsp;
Скрыла МОЕГО ребёнка.&nbsp;
И &nbsp;планирует брак с моим врагом.&nbsp;

Решила так сыграть? Я ведь подыграю, но в итоге добьюсь своего. Верну свою семью.
Даже если сама кроха делает вид, что не знает меня.
____
Эмоционально. Откровенно. Горячо
НЕ ЗАБУДЬТЕ ДОБАВИТЬ КНИГУ В БИБЛИОТЕКУ И ПОСТАВИТЬ &quot;НРАВИТСЯ&quot; ❤️

ИСТОРИЯ ПСИХА: ПСИХ. ЕГО ИГРУШКА&nbsp;https://litnet.com/shrt/gnyR

ИСТОРИЯ ТАИРА: СОБСТВЕННОСТЬ ТАИРА https://litnet.com/shrt/gn9R",18
526536,true,,"Бывшие. Ненавижу тебя, Гордеев",Джулия Ромуш,"Служебный роман, Романтическая эротика",139.00,2025,"- Ты не усвоила главный урок, Таисия. Моё всегда остаётся моим.
Его дыхание обжигает кожу. Заставляет колени задрожать.
- Не смей, Гордеев. Ты сам поставил точку. Я больше не твоя.
- Ошибаешься, Таисия. Моя до последнего вдоха.
Он - мой бывший. Тот, после кого я собирала себя по крупицам. Выжила. Смогла. Построила карьеру, личную жизнь. А теперь он с ноги распахивает дверь и заявляет, что имеет на меня права. Наглый. Беспринципный. Ужасный!
- Ненавижу тебя, Гордеев.
- От ненависти до любви один шаг, родная.",18
521201,true,,"Истинные, или Выжить в империи ненависти",Анастасия Милославская,"Приключенческое фэнтези, Любовное фэнтези",139.00,2025,"СКОРО ФИНАЛ!
Я потеряла всё. Отец моего ребёнка &ndash; самый влиятельный и жестокий дракон империи &ndash; унизил и отверг меня, отказавшись от нашей истинной связи в тот момент, когда я сильнее всего нуждалась в нём.&nbsp;

Мне пришлось бежать, чтобы он не узнал о моей беременности.

Спустя годы я вновь возвращаюсь туда, откуда всё началось &ndash; &nbsp;в академию &quot;Кристальные Пики&quot;.

Мне нужно лишь немного времени, чтобы наладить нашу с сыном жизнь и снова исчезнуть. На&nbsp;этот раз навсегда.

Но прошлое настигает меня.&nbsp;

⚡истинная пара
⚡эмоции на грани
⚡от ненависти до любви
⚡ХЭ

ПРОДЫ ЧЕРЕЗ ДЕНЬ В 00:00 ПО МСК

Предыстория героев бесплатно здесь: https://litnet.com/shrt/unfR",
539251,true,,Диагноз: так себе папа,Вероника Лесневская,"Романтическая комедия, Женский роман",0.00,2025,"- Вы не подходите на роль отца, - заявляет симпатичная начальница отдела опеки, небрежно перебирая документы, которые я, как проклятый, собирал по всем инстанциям. - Об удочерении не может быть и речи. Я вынуждена отказать вам.&nbsp;
- Признайтесь, вы просто мстите за наше неудачное знакомство. Назло мне готовы оставить малышку в детдоме? У нее больше никого нет.&nbsp;
- Я никогда не смешиваю профессиональное с личным. Сейчас я действую исключительно в интересах ребенка.&nbsp;Вы одинокий мужчина и не состоите в родственных связях с нашей подопечной. Зачем вам чужая девочка? Не беспокойтесь, мы найдем для нее полную семью. Холостяки у нас не в приоритете, извините.&nbsp;
- То есть&hellip; если бы я был женат, мне отдали бы Любочку без лишних вопросов?&nbsp;
- Не факт, но это сильно увеличило бы ваши шансы.&nbsp;
- Знаете что, Мегера Андреевна&hellip; - окидываю ее оценивающим взглядом. - Вы же в разводе? А выходите за меня замуж!
* * *
Влас &ndash; бизнесмен, женоненавистник, холостяк - и намерен удочерить ребенка бывшей жены. Маргарита - начальник отдела опеки, разведена и пытается защититься от бывшего мужа, который хочет забрать у нее сына. Между ними нелюбовь с первого слова, но только они могут помочь друг другу...&nbsp;

ЭКСКЛЮЗИВ &hearts; Ставьте звездочку/нравится, сохраняйте в библиотеке &hearts;

✎ Читайте также историю Таисии (дочери Власа) и Ярослава - &quot;Влюбишься! Жена на девять месяцев&quot; https://litnet.com/shrt/PgVS
✎ История, где упоминается Марго - &quot;Незабудки для бывшего. Настоящая семья&quot;&nbsp;https://litnet.com/shrt/P9VW",
524558,true,,Я не для тебя,"Рина Каримова, Валерия Ангелос","Студенческий роман, Романтическая эротика",0.00,2025,"&mdash; Найди ему девку. И побыстрее. Он после игры. Если сейчас напряг не сбросит, то разнесет все к чертям. Помнишь, что в прошлый раз было?
&mdash; Помню.
&mdash; Тогда чего ждешь?
В закрытой академии есть правила, от которых накатывает шок. Я думала, что хуже не будет. А потом меня приковали наручниками к самому отбитому отморозку. На целую ночь.
Он настоящее животное. Красивый, дикий, жестокий. Абсолютно без тормозов. И рефлексы у него хищные. Особенно после игры.
Как же мне вырваться из опасной ловушки?

(Первая книга про эту пару героев, можно читать отдельно, независимый сюжет)
 ОЧЕНЬ ГОРЯЧАЯ НОВИНКА &quot;В ЕГО ПОСТЕЛИ&quot; - https://litnet.com/shrt/liqb
&zwj;❤️&zwj;НЕНАВИЖУ ЛЮБЯ (книга про Рената Ахмедова, брат Марата) -&nbsp;https://litnet.com/shrt/gEq6
Книга участвует в литмобе &quot;Жара&quot; - темная романтика одержимости - https://litnet.com/shrt/gq2k",18
526197,true,,Личный интерес,Ольга Вечная,"Женский роман, Романтическая эротика",149.00,2025,"СКОРО ФИНАЛ  Цена после завершения 179 руб

&mdash; Мне говорили, что с судьей нужно решать дела через ее правую руку. Как там зовут помощника?&nbsp;

&mdash; Александра Дмитриевна Яхонтова. Грамотная, держит дистанцию. Через неё идёт всё: черновики, служебки, даже чашка кофе. Но взятки? - морщусь. - Если это так, я выясню.

&mdash; Да-да, та самая серая судейская мышь.

&mdash; Правильные черты лица, отличная дикция, талия шестьдесят сантиметров и длинные волосы. Это, по-вашему, мышь?

- А у вас, Савелий Андреевич, к ней как будто есть личный интерес?&nbsp;

Резко поправляю:

- Исключено. Есть такое понятие, как адвокатская этика. Но я проверю:&nbsp;если она играет грязно, то мы тоже, с удовольствием, в игру эту поиграем.

&zwj;❤️&zwj;Самостоятельная история, читается отдельно&zwj;❤️&zwj;",18
529144,true,,В его постели,Валерия Ангелос,"Служебный роман, Романтическая эротика",0.00,2025,"Я застряла в лифте с диким и опасным отморозком, который только что вышел из тюрьмы.
&mdash; Выбирай, моя красивая, &mdash; оскаливается он. &mdash; Откуда начнем?
Одна его ладонь обхватывает мое лицо, большой палец выразительно скользит по губам. Вторая рука уже движется по спине, жестко сжимает меня чуть ниже поясницы.
И&hellip;
Мне чудом удалось вырваться из ловушки. Сбежать от него нетронутой.
Но даже в кошмарном сне не могу представить, что совсем скоро сама к нему приду. Буду просить о помощи.
&mdash; Три ночи, &mdash; криво усмехается он.
Обходит меня и останавливается сзади, рывком притягивает вплотную к себе за бедра. Дает прочувствовать всю силу и мощь того, что именно меня ждет.
&mdash; Все, что я захочу, &mdash; тяжелое дыхание обжигает затылок. &mdash; Без ограничений. Даже не думай хоть раз сказать &laquo;нет&raquo;.

(первая книга об этих героях, независимый сюжет, можно читать отдельно)
 ОЧЕНЬ ГОРЯЧАЯ НОВИНКА - &quot;ВОЗЬМУ ТЕБЯ&quot; - https://litnet.com/shrt/lu21",18
519406,true,,Служанка для прокаженного лорда,Виктория Вера,"Бытовое фэнтези, Любовное фэнтези",129.00,2025,"Говорят, новый хозяин замка обезображен и нелюдим. Говорят, он принёс королевству победу&hellip; но сюда его сослали в наказание, и никто не знает за что.&nbsp;
Многое говорят, поэтому местные обходят стороной заброшенный замок и никто из деревни не хочет туда наниматься.&nbsp;
Никто&hellip; кроме меня.&nbsp;

⚜️ Заботливая попаданка
⚜️ Тайны нелюдимого лорда
⚜️ Смесь любовного и бытового фэнтези (здесь именно быту уделено больше внимания, чем в других моих книгах)
⚜️ Холодный заброшенный замок&nbsp;
⚜️ Немагический мир, но есть природные особенности
⚜️ Планируется подписка

Книга входит в литмоб &quot;Невеста без места&quot;. Все книги моба можно посмотреть по ссылке
https://litnet.com/shrt/uCl1",
536431,true,,Пташка Барса,Ая Кучер,"Молодежная проза, Романтическая эротика",0.00,2025,"&ndash; Ты моего брата засадила. А Барс без бабы неуправляемым становится. Поедешь исправлять косяк.
&ndash; Как? Куда?!
&ndash; На зону. Позу выберешь сама. Если Барс позволит.
&nbsp;
Кто же знал, что идея посадить плохого дядю может принести проблемки?
Все! Все, блин, знали. Одна я дурочка решила написать заявление на какого-то там Тарнаева.
Который оказался криминальным авторитетом по кличке Барс.&nbsp;
Наглый, опасный непредсказуемый ублюдок, который привык ломать людей.
Хищник, запертый в клетке.
&nbsp;
И теперь я оказалась наедине с ним. На целых три дня.
&nbsp;
&ndash; Я, знаешь ли, три месяца на сухом пайке, &ndash; ухмыляется Барс. &ndash; Из-за тебя. Придётся отрабатывать.
____
Эмоционально. Откровенно. Горячо
НЕ ЗАБУДЬТЕ ДОБАВИТЬ КНИГУ В БИБЛИОТЕКУ И ПОСТАВИТЬ &quot;НРАВИТСЯ&quot; ❤️",18
